,date,time,round,day,venue,result,gf,ga,opponent,xg,xga,poss,attendance,captain,formation,referee,match report,sh,sot,dist,fk,pk,pkatt,season,team,target,venue_code,opp_code,hour,day_code,gf_rolling,ga_rolling,sh_rolling,sot_rolling,dist_rolling,fk_rolling,pk_rolling,pkatt_rolling
72,2022-03-10,19:45,Matchweek 20,Thu,Away,W,3.0,0.0,Leeds United,1.3,0.2,49.0,36400.0,Tyrone Mings,4-3-1-2,Simon Hooper,Match Report,15.0,9.0,19.6,1.0,0.0,0.0,2021,Aston Villa,1,0,10,19,3,2.0,0.3333333333333333,14.333333333333334,4.666666666666667,18.066666666666666,0.6666666666666666,0.0,0.0
73,2022-03-13,14:00,Matchweek 29,Sun,Away,L,1.0,2.0,West Ham,1.2,1.5,53.0,59957.0,Tyrone Mings,4-1-2-1-2◆,Jarred Gillett,Match Report,13.0,7.0,14.9,1.0,0.0,0.0,2021,Aston Villa,0,0,21,14,6,3.0,0.0,12.666666666666666,7.333333333333333,17.6,0.6666666666666666,0.0,0.0
74,2022-03-19,12:30,Matchweek 30,Sat,Home,L,0.0,1.0,Arsenal,0.5,1.5,47.0,41956.0,Tyrone Mings,4-3-2-1,Andy Madley,Match Report,8.0,1.0,16.8,2.0,0.0,0.0,2021,Aston Villa,0,1,0,12,5,2.6666666666666665,0.6666666666666666,14.0,8.333333333333334,16.73333333333333,0.6666666666666666,0.0,0.0
75,2022-04-02,15:00,Matchweek 31,Sat,Away,L,1.0,2.0,Wolves,2.0,1.4,51.0,31012.0,Tyrone Mings,4-3-1-2,Darren England,Match Report,14.0,4.0,20.0,1.0,1.0,1.0,2021,Aston Villa,0,0,22,15,5,1.3333333333333333,1.0,12.0,5.666666666666667,17.1,1.3333333333333333,0.0,0.0
76,2022-04-09,17:30,Matchweek 32,Sat,Home,L,0.0,4.0,Tottenham,1.8,1.2,52.0,41949.0,Tyrone Mings,4-3-1-2,Graham Scott,Match Report,19.0,8.0,16.3,1.0,0.0,0.0,2021,Aston Villa,0,1,19,17,5,0.6666666666666666,1.6666666666666667,11.666666666666666,4.0,17.233333333333334,1.3333333333333333,0.3333333333333333,0.3333333333333333
77,2022-04-23,15:00,Matchweek 34,Sat,Away,D,0.0,0.0,Leicester City,1.2,0.3,36.0,32185.0,Tyrone Mings,4-3-2-1,Andy Madley,Match Report,11.0,3.0,17.9,0.0,0.0,0.0,2021,Aston Villa,0,0,11,15,5,0.3333333333333333,2.3333333333333335,13.666666666666666,4.333333333333333,17.700000000000003,1.3333333333333333,0.3333333333333333,0.3333333333333333
78,2022-04-30,15:00,Matchweek 35,Sat,Home,W,2.0,0.0,Norwich City,2.6,0.5,45.0,40290.0,Tyrone Mings,4-1-4-1,John Brooks,Match Report,21.0,6.0,15.7,0.0,0.0,0.0,2021,Aston Villa,1,1,16,15,5,0.3333333333333333,2.0,14.666666666666666,5.0,18.066666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333
79,2022-05-07,15:00,Matchweek 36,Sat,Away,W,3.0,1.0,Burnley,1.6,2.0,51.0,20891.0,Tyrone Mings,4-1-2-1-2◆,David Coote,Match Report,12.0,7.0,18.3,1.0,0.0,0.0,2021,Aston Villa,1,0,5,15,5,0.6666666666666666,1.3333333333333333,17.0,5.666666666666667,16.633333333333333,0.3333333333333333,0.0,0.0
80,2022-05-10,20:00,Matchweek 33,Tue,Home,L,1.0,2.0,Liverpool,1.4,2.2,40.0,41919.0,Tyrone Mings,4-3-1-2,Jonathan Moss,Match Report,9.0,4.0,13.7,0.0,0.0,0.0,2021,Aston Villa,0,1,12,20,1,1.6666666666666667,0.3333333333333333,14.666666666666666,5.333333333333333,17.299999999999997,0.3333333333333333,0.0,0.0
81,2022-05-15,14:00,Matchweek 37,Sun,Home,D,1.0,1.0,Crystal Palace,1.0,1.5,49.0,41136.0,Tyrone Mings,4-3-1-2,Chris Kavanagh,Match Report,13.0,4.0,18.7,0.0,0.0,0.0,2021,Aston Villa,0,1,7,14,6,2.0,1.0,14.0,5.666666666666667,15.9,0.3333333333333333,0.0,0.0
82,2022-05-19,20:00,Matchweek 18,Thu,Home,D,1.0,1.0,Burnley,1.6,1.8,71.0,40468.0,Tyrone Mings,4-3-2-1,Paul Tierney,Match Report,22.0,9.0,19.4,0.0,0.0,0.0,2021,Aston Villa,0,1,5,20,3,1.6666666666666667,1.3333333333333333,11.333333333333334,5.0,16.900000000000002,0.3333333333333333,0.0,0.0
83,2022-05-22,16:00,Matchweek 38,Sun,Away,L,2.0,3.0,Manchester City,0.3,3.7,29.0,53395.0,Tyrone Mings,4-3-2-1,Michael Oliver,Match Report,4.0,2.0,16.8,0.0,0.0,0.0,2021,Aston Villa,0,0,13,16,6,1.0,1.3333333333333333,14.666666666666666,5.666666666666667,17.266666666666666,0.0,0.0,0.0
84,2022-08-06,15:00,Matchweek 1,Sat,Away,L,0.0,2.0,Bournemouth,0.7,0.6,65.0,11013.0,John McGinn,4-3-3,Peter Bankes,Match Report,15.0,2.0,24.6,0.0,0.0,0.0,2022,Aston Villa,0,0,2,15,5,1.3333333333333333,1.6666666666666667,13.0,5.0,18.3,0.0,0.0,0.0
85,2022-08-13,12:30,Matchweek 2,Sat,Home,W,2.0,1.0,Everton,2.3,1.6,57.0,41883.0,John McGinn,4-1-2-1-2◆,Michael Oliver,Match Report,12.0,3.0,13.3,0.0,0.0,0.0,2022,Aston Villa,1,1,8,12,5,1.0,2.0,13.666666666666666,4.333333333333333,20.26666666666667,0.0,0.0,0.0
86,2022-08-20,15:00,Matchweek 3,Sat,Away,L,1.0,3.0,Crystal Palace,0.9,2.6,49.0,22012.0,John McGinn,4-3-3,Andy Madley,Match Report,13.0,5.0,17.8,0.0,0.0,0.0,2022,Aston Villa,0,0,7,15,5,1.3333333333333333,2.0,10.333333333333334,2.3333333333333335,18.233333333333334,0.0,0.0,0.0
87,2022-08-28,14:00,Matchweek 4,Sun,Home,L,0.0,1.0,West Ham,0.5,0.6,58.0,41796.0,John McGinn,4-3-1-2,David Coote,Match Report,9.0,3.0,20.5,0.0,0.0,0.0,2022,Aston Villa,0,1,21,14,6,1.0,2.0,13.333333333333334,3.3333333333333335,18.566666666666666,0.0,0.0,0.0
88,2022-08-31,19:30,Matchweek 5,Wed,Away,L,1.0,2.0,Arsenal,0.4,2.4,41.0,60012.0,John McGinn,4-3-3,Robert Jones,Match Report,4.0,3.0,19.2,0.0,0.0,0.0,2022,Aston Villa,0,0,0,19,2,1.0,1.6666666666666667,11.333333333333334,3.6666666666666665,17.2,0.0,0.0,0.0
89,2022-09-03,17:30,Matchweek 6,Sat,Home,D,1.0,1.0,Manchester City,0.3,2.1,29.0,41830.0,John McGinn,4-3-2-1,Simon Hooper,Match Report,3.0,1.0,16.8,0.0,0.0,0.0,2022,Aston Villa,0,1,13,17,5,0.6666666666666666,2.0,8.666666666666666,3.6666666666666665,19.166666666666668,0.0,0.0,0.0
90,2022-09-16,20:00,Matchweek 8,Fri,Home,W,1.0,0.0,Southampton,0.9,0.3,53.0,40758.0,John McGinn,4-3-2-1,Tony Harrington,Match Report,11.0,3.0,20.7,1.0,0.0,0.0,2022,Aston Villa,1,1,18,20,4,0.6666666666666666,1.3333333333333333,5.333333333333333,2.3333333333333335,18.833333333333332,0.0,0.0,0.0
91,2022-10-02,16:30,Matchweek 9,Sun,Away,D,0.0,0.0,Leeds United,2.2,0.4,56.0,36582.0,John McGinn,4-3-3,Stuart Attwell,Match Report,19.0,6.0,17.8,0.0,0.0,0.0,2022,Aston Villa,0,0,10,16,6,1.0,1.0,6.0,2.3333333333333335,18.900000000000002,0.3333333333333333,0.0,0.0
92,2022-10-10,20:00,Matchweek 10,Mon,Away,D,1.0,1.0,Nott'ham Forest,0.7,0.3,60.0,29208.0,John McGinn,4-3-3,Anthony Taylor,Match Report,12.0,2.0,20.2,3.0,0.0,0.0,2022,Aston Villa,0,0,17,20,0,0.6666666666666666,0.3333333333333333,11.0,3.3333333333333335,18.433333333333334,0.3333333333333333,0.0,0.0
93,2022-10-16,14:00,Matchweek 11,Sun,Home,L,0.0,2.0,Chelsea,1.8,0.9,42.0,41754.0,John McGinn,4-3-3,Robert Jones,Match Report,18.0,7.0,15.3,1.0,0.0,0.0,2022,Aston Villa,0,1,6,14,6,0.6666666666666666,0.3333333333333333,14.0,3.6666666666666665,19.566666666666666,1.3333333333333333,0.0,0.0
94,2022-10-20,19:30,Matchweek 12,Thu,Away,L,0.0,3.0,Fulham,1.2,2.1,40.0,23508.0,John McGinn,4-3-2-1,Michael Oliver,Match Report,12.0,6.0,15.0,0.0,0.0,0.0,2022,Aston Villa,0,0,9,19,3,0.3333333333333333,1.0,16.333333333333332,5.0,17.766666666666666,1.3333333333333333,0.0,0.0
95,2022-10-23,14:00,Matchweek 13,Sun,Home,W,4.0,0.0,Brentford,2.8,0.9,45.0,41693.0,Emiliano Martínez,4-2-3-1,Darren England,Match Report,18.0,10.0,18.7,0.0,1.0,1.0,2022,Aston Villa,1,1,3,14,6,0.3333333333333333,2.0,14.0,5.0,16.833333333333332,1.3333333333333333,0.0,0.0
96,2022-10-29,15:00,Matchweek 14,Sat,Away,L,0.0,4.0,Newcastle Utd,0.4,3.4,41.0,52233.0,Emiliano Martínez,4-2-3-1,Paul Tierney,Match Report,3.0,0.0,13.9,0.0,0.0,0.0,2022,Aston Villa,0,0,15,15,5,1.3333333333333333,1.6666666666666667,16.0,7.666666666666667,16.333333333333332,0.3333333333333333,0.3333333333333333,0.3333333333333333
97,2022-11-06,14:00,Matchweek 15,Sun,Home,W,3.0,1.0,Manchester Utd,0.6,0.5,42.0,42058.0,Emiliano Martínez,4-2-2-2,Anthony Taylor,Match Report,6.0,4.0,22.7,1.0,0.0,0.0,2022,Aston Villa,1,1,14,14,6,1.3333333333333333,2.3333333333333335,11.0,5.333333333333333,15.866666666666667,0.0,0.3333333333333333,0.3333333333333333
98,2022-08-27,15:00,Matchweek 4,Sat,Away,L,0.0,9.0,Liverpool,0.3,3.3,31.0,53328.0,Adam Smith,4-2-3-1,Stuart Attwell,Match Report,5.0,2.0,18.2,0.0,0.0,0.0,2022,Bournemouth,0,0,12,15,5,0.6666666666666666,2.3333333333333335,5.333333333333333,1.6666666666666667,18.266666666666666,0.3333333333333333,0.0,0.0
99,2022-08-31,19:30,Matchweek 5,Wed,Home,D,0.0,0.0,Wolves,0.4,1.5,35.0,10113.0,Lloyd Kelly,4-4-2,Anthony Taylor,Match Report,5.0,2.0,16.1,0.0,0.0,0.0,2022,Bournemouth,0,1,22,19,2,0.0,5.333333333333333,4.666666666666667,1.3333333333333333,19.099999999999998,0.3333333333333333,0.0,0.0
100,2022-09-03,15:00,Matchweek 6,Sat,Away,W,3.0,2.0,Nott'ham Forest,0.8,1.9,48.0,28720.0,Lloyd Kelly,4-2-3-1,Michael Oliver,Match Report,8.0,3.0,17.5,0.0,0.0,0.0,2022,Bournemouth,1,0,17,15,5,0.0,4.0,5.333333333333333,1.6666666666666667,17.6,0.3333333333333333,0.0,0.0
101,2022-09-17,15:00,Matchweek 8,Sat,Away,D,1.0,1.0,Newcastle Utd,0.7,1.9,28.0,52238.0,Adam Smith,4-2-3-1,Craig Pawson,Match Report,10.0,3.0,18.1,0.0,0.0,0.0,2022,Bournemouth,0,0,15,15,5,1.0,3.6666666666666665,6.0,2.3333333333333335,17.266666666666666,0.0,0.0,0.0
102,2022-10-01,15:00,Matchweek 9,Sat,Home,D,0.0,0.0,Brentford,0.4,0.9,42.0,10126.0,Adam Smith,4-4-2,Thomas Bramall,Match Report,7.0,0.0,15.5,1.0,0.0,0.0,2022,Bournemouth,0,1,3,15,5,1.3333333333333333,1.0,7.666666666666667,2.6666666666666665,17.233333333333334,0.0,0.0,0.0
103,2022-10-08,15:00,Matchweek 10,Sat,Home,W,2.0,1.0,Leicester City,1.1,1.0,45.0,10272.0,Adam Smith,4-4-2,Michael Salisbury,Match Report,10.0,4.0,15.0,1.0,0.0,0.0,2022,Bournemouth,1,1,11,15,5,1.3333333333333333,1.0,8.333333333333334,2.0,17.033333333333335,0.3333333333333333,0.0,0.0
104,2022-10-15,15:00,Matchweek 11,Sat,Away,D,2.0,2.0,Fulham,1.0,2.1,31.0,22541.0,Adam Smith,4-2-3-1,Graham Scott,Match Report,10.0,6.0,13.0,0.0,0.0,0.0,2022,Bournemouth,0,0,9,15,5,1.0,0.6666666666666666,9.0,2.3333333333333335,16.2,0.6666666666666666,0.0,0.0
105,2022-10-19,19:30,Matchweek 12,Wed,Home,L,0.0,1.0,Southampton,1.0,1.0,54.0,10405.0,Adam Smith,3-4-3,John Brooks,Match Report,15.0,3.0,17.6,1.0,0.0,0.0,2022,Bournemouth,0,1,18,19,2,1.3333333333333333,1.0,9.0,3.3333333333333335,14.5,0.6666666666666666,0.0,0.0
106,2022-10-24,20:00,Matchweek 13,Mon,Away,L,0.0,2.0,West Ham,0.4,1.9,45.0,62447.0,Adam Smith,4-2-3-1,David Coote,Match Report,5.0,3.0,13.6,0.0,0.0,0.0,2022,Bournemouth,0,0,21,20,0,1.3333333333333333,1.3333333333333333,11.666666666666666,4.333333333333333,15.200000000000001,0.6666666666666666,0.0,0.0
107,2022-10-29,15:00,Matchweek 14,Sat,Home,L,2.0,3.0,Tottenham,0.5,2.0,31.0,10430.0,Adam Smith,3-5-1-1,Anthony Taylor,Match Report,6.0,4.0,14.0,0.0,0.0,0.0,2022,Bournemouth,0,1,19,15,5,0.6666666666666666,1.6666666666666667,10.0,4.0,14.733333333333334,0.3333333333333333,0.0,0.0
108,2022-11-05,15:00,Matchweek 15,Sat,Away,L,3.0,4.0,Leeds United,1.5,2.2,40.0,36304.0,Adam Smith,4-4-2,Tony Harrington,Match Report,9.0,5.0,12.4,0.0,0.0,0.0,2022,Bournemouth,0,0,10,15,5,0.6666666666666666,2.0,8.666666666666666,3.3333333333333335,15.066666666666668,0.3333333333333333,0.0,0.0
109,2022-11-12,15:00,Matchweek 16,Sat,Home,W,3.0,0.0,Everton,2.4,0.8,36.0,10382.0,Adam Smith,4-4-2,Craig Pawson,Match Report,16.0,8.0,13.6,0.0,0.0,0.0,2022,Bournemouth,1,1,8,15,5,1.6666666666666667,3.0,6.666666666666667,4.0,13.333333333333334,0.0,0.0,0.0
110,2021-09-11,15:00,Matchweek 4,Sat,Home,L,0.0,1.0,Brighton,0.4,0.3,41.0,16518.0,Pontus Jansson,3-5-2,Graham Scott,Match Report,7.0,1.0,20.3,0.0,0.0,0.0,2021,Brentford,0,1,4,15,5,1.0,0.3333333333333333,10.333333333333334,2.6666666666666665,15.233333333333334,0.3333333333333333,0.0,0.0
111,2021-09-18,12:30,Matchweek 5,Sat,Away,W,2.0,0.0,Wolves,2.5,0.7,38.0,30000.0,Pontus Jansson,3-5-2,Darren England,Match Report,8.0,2.0,18.7,0.0,1.0,1.0,2021,Brentford,1,0,22,12,5,0.3333333333333333,0.6666666666666666,10.0,2.0,17.966666666666665,0.3333333333333333,0.0,0.0
112,2021-09-25,17:30,Matchweek 6,Sat,Home,D,3.0,3.0,Liverpool,2.2,2.6,33.0,16876.0,Pontus Jansson,3-5-2,Stuart Attwell,Match Report,12.0,3.0,12.0,0.0,0.0,0.0,2021,Brentford,0,1,12,17,5,1.0,0.6666666666666666,8.0,1.6666666666666667,18.2,0.0,0.3333333333333333,0.3333333333333333
113,2021-10-03,14:00,Matchweek 7,Sun,Away,W,2.0,1.0,West Ham,1.3,1.7,41.0,49940.0,Pontus Jansson,3-5-2,Peter Bankes,Match Report,13.0,6.0,13.9,1.0,0.0,0.0,2021,Brentford,1,0,21,14,6,1.6666666666666667,1.3333333333333333,9.0,2.0,17.0,0.0,0.3333333333333333,0.3333333333333333
114,2021-10-16,17:30,Matchweek 8,Sat,Home,L,0.0,1.0,Chelsea,1.5,0.4,45.0,16940.0,Pontus Jansson,3-5-2,Anthony Taylor,Match Report,17.0,6.0,14.5,0.0,0.0,0.0,2021,Brentford,0,1,6,17,5,2.3333333333333335,1.3333333333333333,11.0,3.6666666666666665,14.866666666666667,0.3333333333333333,0.3333333333333333,0.3333333333333333
115,2021-10-24,14:00,Matchweek 9,Sun,Home,L,1.0,2.0,Leicester City,1.4,1.5,54.0,16814.0,Pontus Jansson,3-5-2,Simon Hooper,Match Report,15.0,5.0,16.3,0.0,0.0,0.0,2021,Brentford,0,1,11,14,6,1.6666666666666667,1.6666666666666667,14.0,5.0,13.466666666666667,0.3333333333333333,0.0,0.0
116,2021-10-30,15:00,Matchweek 10,Sat,Away,L,1.0,3.0,Burnley,0.9,2.5,59.0,18821.0,Pontus Jansson,3-5-2,Jonathan Moss,Match Report,12.0,4.0,18.2,1.0,0.0,0.0,2021,Brentford,0,0,5,15,5,1.0,1.3333333333333333,15.0,5.666666666666667,14.9,0.3333333333333333,0.0,0.0
117,2021-11-06,15:00,Matchweek 11,Sat,Home,L,1.0,2.0,Norwich City,2.6,1.3,64.0,16837.0,Pontus Jansson,3-5-2,Jarred Gillett,Match Report,19.0,7.0,10.8,0.0,0.0,0.0,2021,Brentford,0,1,16,15,5,0.6666666666666666,2.0,14.666666666666666,5.0,16.333333333333332,0.3333333333333333,0.0,0.0
118,2021-11-20,15:00,Matchweek 12,Sat,Away,D,3.0,3.0,Newcastle Utd,0.9,1.9,47.0,52131.0,Pontus Jansson,3-5-2,Robert Jones,Match Report,10.0,3.0,18.5,1.0,0.0,0.0,2021,Brentford,0,0,15,15,5,1.0,2.3333333333333335,15.333333333333334,5.333333333333333,15.100000000000001,0.3333333333333333,0.0,0.0
119,2021-11-28,14:00,Matchweek 13,Sun,Home,W,1.0,0.0,Everton,1.3,1.3,40.0,16957.0,Pontus Jansson,3-5-2,Darren England,Match Report,5.0,3.0,18.9,0.0,1.0,1.0,2021,Brentford,1,1,8,14,6,1.6666666666666667,2.6666666666666665,13.666666666666666,4.666666666666667,15.833333333333334,0.6666666666666666,0.0,0.0
120,2021-12-02,19:30,Matchweek 14,Thu,Away,L,0.0,2.0,Tottenham,0.4,2.2,53.0,54202.0,Pontus Jansson,3-5-2,Jonathan Moss,Match Report,6.0,2.0,17.1,0.0,0.0,0.0,2021,Brentford,0,0,19,19,3,1.6666666666666667,1.6666666666666667,11.333333333333334,4.333333333333333,16.066666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333
121,2021-12-05,14:00,Matchweek 15,Sun,Away,D,2.0,2.0,Leeds United,1.0,1.1,37.0,35639.0,Pontus Jansson,3-5-2,David Coote,Match Report,9.0,3.0,16.7,1.0,0.0,0.0,2021,Brentford,0,0,10,14,6,1.3333333333333333,1.6666666666666667,7.0,2.6666666666666665,18.166666666666668,0.3333333333333333,0.3333333333333333,0.3333333333333333
122,2021-12-10,20:00,Matchweek 16,Fri,Home,W,2.0,1.0,Watford,1.7,0.7,63.0,16861.0,Pontus Jansson,3-5-2,Michael Oliver,Match Report,13.0,4.0,15.5,0.0,1.0,1.0,2021,Brentford,1,1,20,20,4,1.0,1.3333333333333333,6.666666666666667,2.6666666666666665,17.566666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333
123,2021-12-26,20:00,Matchweek 19,Sun,Away,L,0.0,2.0,Brighton,1.0,1.1,50.0,30141.0,Pontus Jansson,3-5-2,Darren England,Match Report,16.0,5.0,17.1,0.0,0.0,0.0,2021,Brentford,0,0,4,20,6,1.3333333333333333,1.6666666666666667,9.333333333333334,3.0,16.433333333333334,0.3333333333333333,0.3333333333333333,0.3333333333333333
124,2021-12-29,20:15,Matchweek 20,Wed,Home,L,0.0,1.0,Manchester City,0.6,1.0,24.0,17009.0,Pontus Jansson,3-5-2,David Coote,Match Report,6.0,2.0,24.6,0.0,0.0,0.0,2021,Brentford,0,1,13,20,2,1.3333333333333333,1.6666666666666667,12.666666666666666,4.0,16.433333333333334,0.3333333333333333,0.3333333333333333,0.3333333333333333
125,2022-01-02,14:00,Matchweek 21,Sun,Home,W,2.0,1.0,Aston Villa,0.8,1.2,45.0,16876.0,Pontus Jansson,3-5-2,Craig Pawson,Match Report,10.0,4.0,17.7,0.0,0.0,0.0,2021,Brentford,1,1,1,14,6,0.6666666666666666,1.3333333333333333,11.666666666666666,3.6666666666666665,19.066666666666666,0.0,0.3333333333333333,0.3333333333333333
126,2022-01-11,19:45,Matchweek 18,Tue,Away,L,1.0,4.0,Southampton,0.6,1.5,52.0,27383.0,Pontus Jansson,3-5-2,Stuart Attwell,Match Report,5.0,4.0,12.8,0.0,0.0,0.0,2021,Brentford,0,0,18,19,1,0.6666666666666666,1.3333333333333333,10.666666666666666,3.6666666666666665,19.8,0.0,0.0,0.0
127,2022-01-16,14:00,Matchweek 22,Sun,Away,L,0.0,3.0,Liverpool,0.7,3.2,32.0,52824.0,Pontus Jansson,3-5-2,Jonathan Moss,Match Report,6.0,1.0,21.2,0.0,0.0,0.0,2021,Brentford,0,0,12,14,6,1.0,2.0,7.0,3.3333333333333335,18.366666666666667,0.0,0.0,0.0
128,2022-01-19,20:00,Matchweek 17,Wed,Home,L,1.0,3.0,Manchester Utd,2.5,2.2,44.0,17094.0,Pontus Jansson,3-5-2,Andre Marriner,Match Report,18.0,9.0,16.7,0.0,0.0,0.0,2021,Brentford,0,1,14,20,2,1.0,2.6666666666666665,7.0,3.0,17.233333333333334,0.0,0.0,0.0
129,2022-01-22,15:00,Matchweek 23,Sat,Home,L,1.0,2.0,Wolves,1.4,0.3,50.0,16982.0,Pontus Jansson,3-5-2,Peter Bankes,Match Report,11.0,1.0,13.6,1.0,0.0,0.0,2021,Brentford,0,1,22,15,5,0.6666666666666666,3.3333333333333335,9.666666666666666,4.666666666666667,16.9,0.0,0.0,0.0
130,2022-02-09,19:45,Matchweek 24,Wed,Away,L,0.0,2.0,Manchester City,0.6,1.8,26.0,51658.0,Pontus Jansson,3-5-2,Darren England,Match Report,6.0,2.0,18.2,0.0,0.0,0.0,2021,Brentford,0,0,13,19,2,0.6666666666666666,2.6666666666666665,11.666666666666666,3.6666666666666665,17.166666666666668,0.3333333333333333,0.0,0.0
131,2022-02-12,15:00,Matchweek 25,Sat,Home,D,0.0,0.0,Crystal Palace,1.6,0.4,42.0,16958.0,Pontus Jansson,3-5-2,Simon Hooper,Match Report,9.0,2.0,12.9,0.0,0.0,0.0,2021,Brentford,0,1,7,15,5,0.6666666666666666,2.3333333333333335,11.666666666666666,4.0,16.166666666666668,0.3333333333333333,0.0,0.0
132,2022-02-19,15:00,Matchweek 26,Sat,Away,L,1.0,2.0,Arsenal,0.9,2.2,34.0,59249.0,Pontus Jansson,3-5-2,Jonathan Moss,Match Report,6.0,2.0,20.7,0.0,0.0,0.0,2021,Brentford,0,0,0,15,5,0.3333333333333333,1.3333333333333333,8.666666666666666,1.6666666666666667,14.899999999999999,0.3333333333333333,0.0,0.0
133,2022-02-26,15:00,Matchweek 27,Sat,Home,L,0.0,2.0,Newcastle Utd,0.5,3.1,37.0,17039.0,Pontus Jansson,4-3-3,Mike Dean,Match Report,6.0,1.0,16.5,0.0,0.0,0.0,2021,Brentford,0,1,15,15,5,0.3333333333333333,1.3333333333333333,7.0,2.0,17.266666666666666,0.0,0.0,0.0
134,2022-03-05,15:00,Matchweek 28,Sat,Away,W,3.0,1.0,Norwich City,2.0,1.3,40.0,26887.0,Pontus Jansson,4-5-1,Anthony Taylor,Match Report,8.0,4.0,21.4,0.0,2.0,2.0,2021,Brentford,1,0,16,15,5,0.3333333333333333,1.3333333333333333,7.0,1.6666666666666667,16.7,0.0,0.0,0.0
135,2022-03-12,15:00,Matchweek 29,Sat,Home,W,2.0,0.0,Burnley,2.0,0.6,55.0,17088.0,Pontus Jansson,4-5-1,Paul Tierney,Match Report,12.0,2.0,21.5,0.0,1.0,1.0,2021,Brentford,1,1,5,15,5,1.3333333333333333,1.6666666666666667,6.666666666666667,2.3333333333333335,19.533333333333335,0.0,0.6666666666666666,0.6666666666666666
136,2022-03-20,14:00,Matchweek 30,Sun,Away,L,1.0,2.0,Leicester City,1.7,1.0,48.0,31830.0,Pontus Jansson,4-5-1,Darren England,Match Report,15.0,6.0,14.9,0.0,0.0,0.0,2021,Brentford,0,0,11,14,6,1.6666666666666667,1.0,8.666666666666666,2.3333333333333335,19.8,0.0,1.0,1.0
137,2022-04-02,15:00,Matchweek 31,Sat,Away,W,4.0,1.0,Chelsea,2.2,1.7,30.0,39061.0,Pontus Jansson,5-3-2,Andy Madley,Match Report,17.0,6.0,13.5,1.0,0.0,0.0,2021,Brentford,1,0,6,15,5,2.0,1.0,11.666666666666666,4.0,19.266666666666666,0.0,1.0,1.0
138,2022-04-10,14:00,Matchweek 32,Sun,Home,W,2.0,0.0,West Ham,1.5,0.4,47.0,17032.0,Christian Nørgaard,4-3-3,Martin Atkinson,Match Report,15.0,7.0,15.8,0.0,0.0,0.0,2021,Brentford,1,1,21,14,6,2.3333333333333335,1.0,14.666666666666666,4.666666666666667,16.633333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
139,2022-04-16,15:00,Matchweek 33,Sat,Away,W,2.0,1.0,Watford,1.8,1.8,50.0,21045.0,Pontus Jansson,4-3-3,Simon Hooper,Match Report,16.0,5.0,19.7,0.0,0.0,0.0,2021,Brentford,1,0,20,15,5,2.3333333333333335,1.0,15.666666666666666,6.333333333333333,14.733333333333334,0.3333333333333333,0.0,0.0
140,2022-04-23,17:30,Matchweek 34,Sat,Home,D,0.0,0.0,Tottenham,1.0,0.8,44.0,17072.0,Pontus Jansson,5-3-2,Martin Atkinson,Match Report,15.0,1.0,15.3,1.0,0.0,0.0,2021,Brentford,0,1,19,17,5,2.6666666666666665,0.6666666666666666,16.0,6.0,16.333333333333332,0.3333333333333333,0.0,0.0
141,2022-05-02,20:00,Matchweek 35,Mon,Away,L,0.0,3.0,Manchester Utd,0.6,2.2,37.0,73482.0,Pontus Jansson,5-3-2,Chris Kavanagh,Match Report,12.0,4.0,19.0,1.0,0.0,0.0,2021,Brentford,0,0,14,20,0,1.3333333333333333,0.3333333333333333,15.333333333333334,4.333333333333333,16.933333333333334,0.3333333333333333,0.0,0.0
142,2022-05-07,15:00,Matchweek 36,Sat,Home,W,3.0,0.0,Southampton,2.8,1.5,41.0,17051.0,Pontus Jansson,4-3-3,Michael Salisbury,Match Report,18.0,5.0,13.9,1.0,0.0,0.0,2021,Brentford,1,1,18,15,5,0.6666666666666666,1.3333333333333333,14.333333333333334,3.3333333333333335,18.0,0.6666666666666666,0.0,0.0
143,2022-05-15,16:30,Matchweek 37,Sun,Away,W,3.0,2.0,Everton,1.6,2.0,72.0,38819.0,Pontus Jansson,4-3-3,Michael Oliver,Match Report,18.0,6.0,18.1,1.0,0.0,0.0,2021,Brentford,1,0,8,16,6,1.0,1.0,15.0,3.3333333333333335,16.066666666666666,1.0,0.0,0.0
144,2022-05-22,16:00,Matchweek 38,Sun,Home,L,1.0,2.0,Leeds United,1.2,1.4,49.0,16957.0,Pontus Jansson,4-3-3,Paul Tierney,Match Report,14.0,5.0,13.7,0.0,0.0,0.0,2021,Brentford,0,1,10,16,6,2.0,1.6666666666666667,16.0,5.0,17.000000000000004,1.0,0.0,0.0
145,2022-08-07,14:00,Matchweek 1,Sun,Away,D,2.0,2.0,Leicester City,0.8,0.6,44.0,31794.0,Pontus Jansson,4-3-3,Jarred Gillett,Match Report,8.0,3.0,17.0,0.0,0.0,0.0,2022,Brentford,0,0,11,14,6,2.3333333333333335,1.3333333333333333,16.666666666666668,5.333333333333333,15.233333333333334,0.6666666666666666,0.0,0.0
